listing_id,host_id,host_since,city,neighbourhood,property_type,room_type,price_per_night,minimum_nights,number_of_reviews,last_review_date,review_score,availability_365,instant_bookable,host_is_superhost,cancellation_policy,description
1847,3074,2016-04-16,Kisumu,Westlands,House,Entire home/apt,23594,2,270,2016-03-30,,205,N,N,super_strict_30,Spacious apartment with great view!!!
1848,4896,2020-04-02,Nakuru,Kilimani,Bungalow,Entire home/apt,17989$,2,168,2015-08-06,3.51,152,Yes,0,flexible,Cozy place near city center
1849,4358,2025-10-19,Kisumu,Karen,Bungalow,Hotel room,21971,5,196,2021-06-14,4.88,183,Y,Yes,super_strict_30,Modern loft -- newly renovated
1850,1645,2015-11-05,Kisumu,Langata,Apartment,Hotel room,5425,5,261,2015-09-27,,158,False,N,Flexible,Modern loft -- newly renovated
1851,1730,2016-07-30,Mombasa,Langata,Apartment,Entire home/apt,"KES 19,792",3,214,2018-02-02,3.58,193,0,True,,Cozy place near city center
1852,1167,2023-06-17,Nairobi,Kilimani,Villa,Hotel room,19933,three,66,2021-12-15,3.9,1,Yes,Yes,,Cozy place near city center
1853,1609,2025-11-02,Nakuru,Karen,Villa,Hotel room,16068,30,228,2019-07-16,4.27,214,Yes,0,Flexible,Affordable stay $$$
1854,3315,2017-07-13,Nakuru,Parklands,Villa,Hotel room,14156$,2,160,2016-02-19,,174,Yes,0,moderate,"Quiet neighborhood, perfect for families"
1855,2772,2024-08-24,Nakuru,CBD,Villa,Private room,10966,3,121,2024-03-29,4.22,74,N,Y,strict,Luxury villa with pool & gym access
1856,3040,2022-08-02,Mombasa,Parklands,Loft,Entire home/apt,"KES 5,404",,148,2018-01-03,4.41,284,Yes,1,flexible,Spacious apartment with great view!!!
1857,3868,2023-02-14,Kisumu,Parklands,Loft,Entire home/apt,16967,seven,192,2016-12-01,4.22,126,0,Y,,"Quiet neighborhood, perfect for families"
1858,1454,2022-07-25,Nairobi,Westlands,Apartment,Hotel room,11919,7,230,2018-11-24,4.9,48,True,1,,Modern loft -- newly renovated
1859,3953,2019-06-16,Eldoret,Parklands,House,Private room,"KES 21,680",2,110,2022-12-01,,31,True,No,super_strict_30,"Quiet neighborhood, perfect for families"
1860,2708,2025-11-05,Kisumu,Langata,Bungalow,Hotel room,18176$,3,144,2023-03-25,,157,No,Yes,strict,Spacious apartment with great view!!!
1861,4472,2024-06-26,Mombasa,Milimani,House,Private room,"KES 11,914",three,220,,3.86,14,0,False,moderate,Cozy place near city center
1862,3969,2024-01-09,Kisumu,Karen,Condo,Entire home/apt,24150,5,63,,3.91,317,N,1,Strict ,Modern loft -- newly renovated
1863,4028,2021-04-01,Kisumu,CBD,Loft,Hotel room,24254,2,125,2021-12-23,,333,Yes,Yes,flexible,Luxury villa with pool & gym access
1864,4547,2019-02-07,Mombasa,Westlands,Villa,Entire home/apt,"KES 13,665",2,217,2018-06-04,4.88,242,0,Y,Flexible,
1865,1701,2016-01-05,Nakuru,Parklands,Villa,Private room,12183$,14,283,2022-09-18,,16,True,False,strict,
1866,3681,2023-11-13,Nakuru,Milimani,Condo,Shared room,16942,three,235,2018-07-14,3.62,21,1,1,moderate,Spacious apartment with great view!!!
1867,4629,2019-06-05,Nairobi,Karen,House,Private room,6360,30,12,2016-11-13,4.41,243,No,Yes,moderate,Luxury villa with pool & gym access
1868,2599,2015-02-27,Nairobi,Kilimani,Villa,Shared room,"KES 5,229",5,152,,4.52,80,1,True,flexible,
1869,1129,2017-12-19,Nakuru,Kilimani,House,Entire home/apt,15900,2,238,2016-08-03,3.5,143,N,False,flexible,Luxury villa with pool & gym access
1870,4067,2021-01-06,Eldoret,Kilimani,Bungalow,Entire home/apt,"KES 23,394",seven,189,2022-06-21,4.54,7,False,0,super_strict_30,Luxury villa with pool & gym access
1871,2845,2016-05-21,Kisumu,Langata,Condo,Hotel room,10119$,5,150,2018-09-30,3.76,166,1,Y,super_strict_30,Affordable stay $$$
1872,2386,2020-02-06,Eldoret,CBD,House,Shared room,24645,seven,85,,4.6,286,True,True,Flexible,Spacious apartment with great view!!!
1873,4776,2019-02-18,Kisumu,Kilimani,Bungalow,Private room,12664,7,20,2024-11-18,3.71,267,False,False,Flexible,Cozy place near city center
1874,3866,2022-07-18,Nakuru,Langata,House,Entire home/apt,7610,30,181,,4.1,288,Yes,True,flexible,Luxury villa with pool & gym access
1875,1692,2023-05-26,Nairobi,Nyali,House,Shared room,8455,7,157,2024-07-26,3.61,185,False,Y,flexible,Luxury villa with pool & gym access
1876,4363,2022-07-16,Nairobi,Langata,Villa,Private room,1606,2,75,,4.32,11,Yes,0,strict,Cozy place near city center
1877,2394,2017-12-09,Eldoret,Westlands,Apartment,Shared room,"KES 6,254",14,202,2020-04-24,4.5,280,No,Yes,super_strict_30,"Quiet neighborhood, perfect for families"
1878,1793,2021-07-22,Nairobi,Langata,Loft,Private room,13025,30,228,2020-06-23,4.91,303,False,True,moderate,Affordable stay $$$
1879,1028,2019-04-10,Nakuru,CBD,House,Private room,23162,14,151,2020-04-19,4.61,82,Y,Y,,Spacious apartment with great view!!!
1880,1148,2024-03-22,Eldoret,Milimani,House,Private room,7908,3,262,,,54,True,Yes,,"Quiet neighborhood, perfect for families"
1881,4850,2022-02-28,Kisumu,Parklands,House,Private room,"KES 9,135",,71,2021-05-12,4.31,130,Yes,Yes,,
1882,2319,2025-07-18,Nairobi,Langata,Apartment,Shared room,2725,three,224,2018-04-05,4.9,124,Yes,N,super_strict_30,Luxury villa with pool & gym access
1883,3058,2019-03-02,Mombasa,Kilimani,Bungalow,Shared room,"KES 13,696",3,130,2020-11-21,4.22,324,No,True,super_strict_30,Spacious apartment with great view!!!
1884,4583,2016-03-19,Nairobi,Westlands,Condo,Hotel room,5750,7,27,2023-06-20,4.34,50,N,N,flexible,
1885,3723,2022-07-27,Kisumu,Karen,Villa,Shared room,16872$,seven,298,,4.39,26,True,0,,
1886,2136,2017-08-15,Eldoret,Kilimani,Apartment,Shared room,"KES 18,779",7,96,,4.11,164,0,True,flexible,"Quiet neighborhood, perfect for families"
1887,1186,2020-04-15,Kisumu,Westlands,Bungalow,Hotel room,13597,30,45,2023-04-04,4.76,280,No,1,super_strict_30,Modern loft -- newly renovated
1888,3854,2015-04-13,Mombasa,Nyali,House,Shared room,19504,30,0,2020-07-02,3.78,32,Yes,True,Strict ,Affordable stay $$$
1889,3791,2021-12-12,Nakuru,Parklands,Bungalow,Private room,22972,7,165,2021-02-13,4.33,61,N,No,Strict ,"Quiet neighborhood, perfect for families"
1890,2250,2024-11-30,Nairobi,Karen,Apartment,Entire home/apt,13555,2,244,2020-06-15,4.58,144,1,1,Flexible,Cozy place near city center
1891,2333,2025-07-30,Eldoret,Nyali,Apartment,Entire home/apt,6919,7,218,2020-02-23,4.86,170,1,False,super_strict_30,Modern loft -- newly renovated
1892,1097,2021-04-18,Nakuru,Milimani,Apartment,Hotel room,"KES 19,269",30,101,,4.83,285,1,1,,"Quiet neighborhood, perfect for families"
1893,1054,2018-09-05,Kisumu,Westlands,Condo,Shared room,17213,30,290,2022-12-18,4.26,296,1,0,Strict ,Cozy place near city center
1894,3670,2025-04-06,Eldoret,Nyali,Loft,Shared room,13284,5,203,2020-10-22,4.46,116,Y,False,Flexible,
1895,3711,2021-11-03,Nakuru,Parklands,Villa,Hotel room,3933,1,201,2024-08-11,4.09,3,Yes,N,Flexible,Modern loft -- newly renovated
1896,1757,2017-06-25,Eldoret,Parklands,Condo,Entire home/apt,"KES 12,498",14,53,2024-06-17,4.2,65,True,No,super_strict_30,
1897,1405,2022-04-06,Mombasa,Milimani,Condo,Private room,13075,3,279,2016-04-06,,59,False,N,Flexible,
1898,3116,2015-09-16,Mombasa,Parklands,Loft,Shared room,2801,7,277,2020-10-28,4.86,286,1,False,flexible,
1899,4383,2022-02-15,Nairobi,Westlands,Condo,Hotel room,8358,5,15,2015-03-26,,344,0,1,flexible,"Quiet neighborhood, perfect for families"
1900,2312,2024-03-28,Nairobi,Westlands,Apartment,Private room,10450$,2,12,,4.9,228,True,No,flexible,Modern loft -- newly renovated
1901,2785,2020-03-16,Mombasa,Parklands,Apartment,Hotel room,10438,30,86,2017-06-21,4.84,99,True,1,moderate,Cozy place near city center
1902,4619,2025-03-13,Eldoret,Nyali,Bungalow,Hotel room,7144$,7,77,2016-08-03,3.71,118,0,True,flexible,Luxury villa with pool & gym access
1903,1750,2022-11-11,Mombasa,Westlands,House,Hotel room,12578,30,66,2015-05-07,4.6,68,Y,Yes,,
1904,4219,2018-05-22,Nairobi,Kilimani,Condo,Entire home/apt,22972,seven,210,2023-04-24,4.92,151,1,0,flexible,
1905,4538,2022-04-13,Mombasa,Parklands,House,Entire home/apt,10760,5,213,2019-10-31,4.04,279,Yes,0,super_strict_30,
1906,2762,2019-07-31,Mombasa,Westlands,Villa,Hotel room,23324,7,184,2023-05-07,4.28,220,True,Yes,Strict ,Modern loft -- newly renovated
1907,4315,2016-04-22,Eldoret,CBD,Apartment,Shared room,24175,seven,32,,4.67,222,Y,1,,Spacious apartment with great view!!!
1908,4562,2016-07-26,Nakuru,Milimani,Bungalow,Private room,16190,,114,2019-03-28,4.34,164,Y,N,Strict ,"Quiet neighborhood, perfect for families"
1909,4920,2015-07-05,Nairobi,Parklands,Villa,Shared room,4807,5,274,2025-10-29,4.99,210,No,Y,flexible,Luxury villa with pool & gym access
1910,4005,2025-08-11,Eldoret,Westlands,Bungalow,Entire home/apt,22592,7,197,2022-01-11,4.18,278,0,True,flexible,Luxury villa with pool & gym access
1911,4578,2015-06-02,Mombasa,CBD,Loft,Private room,17988,7,142,2025-01-31,4.57,62,0,True,flexible,Modern loft -- newly renovated
1912,1364,2018-05-31,Mombasa,Westlands,Apartment,Hotel room,"KES 21,717",three,227,2025-09-30,4.69,261,True,1,Flexible,Spacious apartment with great view!!!
1913,3026,2020-07-10,Nakuru,Westlands,Villa,Shared room,"KES 1,895",5,119,2016-12-17,4.24,5,False,N,super_strict_30,
1914,1481,2016-04-20,Nairobi,Nyali,Loft,Shared room,21401,5,23,2022-08-13,4.79,247,Y,Y,super_strict_30,Spacious apartment with great view!!!
1915,3248,2016-02-03,Nairobi,Kilimani,Villa,Hotel room,12345,30,26,2018-09-18,4.32,228,0,Y,super_strict_30,
1916,1153,2017-08-19,Kisumu,Parklands,Bungalow,Shared room,4791,7,74,2019-09-06,4.12,285,True,N,Strict ,Luxury villa with pool & gym access
1917,4521,2024-12-13,Nairobi,Milimani,Loft,Entire home/apt,"KES 19,894",14,240,2018-02-05,,256,Y,1,,Luxury villa with pool & gym access
1918,2524,2021-01-10,Nakuru,Parklands,Loft,Hotel room,14638,14,22,2015-06-18,3.66,62,Y,True,,"Quiet neighborhood, perfect for families"
1919,3120,2016-07-09,Kisumu,Kilimani,Apartment,Shared room,6037,14,160,2022-11-14,4.09,27,Y,No,moderate,"Quiet neighborhood, perfect for families"
1920,3760,2019-05-11,Kisumu,Karen,House,Hotel room,11360,,40,2021-11-13,4.6,344,No,Y,Strict ,Affordable stay $$$
1921,3343,2020-02-02,Mombasa,Nyali,Bungalow,Private room,"KES 22,852",7,237,,4.88,52,Yes,No,super_strict_30,Cozy place near city center
1922,2040,2019-02-28,Mombasa,Nyali,Bungalow,Hotel room,22646,7,238,2021-05-10,,251,0,Y,strict,Cozy place near city center
1923,2664,2022-07-09,Nairobi,Kilimani,Loft,Shared room,18935,seven,55,2023-11-20,3.88,37,N,No,moderate,"Quiet neighborhood, perfect for families"
1924,2240,2025-08-24,Kisumu,Langata,Loft,Entire home/apt,20725,three,97,2016-03-27,4.03,307,N,No,flexible,"Quiet neighborhood, perfect for families"
1925,1060,2023-05-02,Mombasa,Nyali,Apartment,Hotel room,8118,5,145,2020-08-05,3.73,333,1,0,Flexible,
1926,1938,2022-10-23,Nakuru,Parklands,House,Hotel room,6223,30,261,2016-08-25,4.54,138,False,1,Strict ,Modern loft -- newly renovated
1927,2639,2025-08-10,Mombasa,Kilimani,Bungalow,Shared room,23408,three,39,2016-09-07,4.94,52,Yes,0,Flexible,Modern loft -- newly renovated
1928,3089,2021-01-21,Mombasa,Nyali,Condo,Entire home/apt,21468,seven,192,2018-04-01,4.46,93,1,N,moderate,"Quiet neighborhood, perfect for families"
1929,1024,2019-09-13,Kisumu,Westlands,Condo,Entire home/apt,"KES 16,337",7,238,2022-06-14,4.43,93,False,1,,Spacious apartment with great view!!!
1930,2062,2021-08-02,Kisumu,Kilimani,House,Private room,"KES 10,039",3,41,,4.33,262,1,Yes,strict,
1931,4874,2023-04-29,Eldoret,Kilimani,Villa,Private room,"KES 2,763",5,221,2015-09-22,,322,False,Yes,moderate,
1932,1130,2023-02-24,Nakuru,Parklands,Apartment,Shared room,14805,,195,2015-03-05,3.63,136,True,No,Strict ,Spacious apartment with great view!!!
1933,4569,2016-09-24,Kisumu,CBD,House,Entire home/apt,22549,14,287,2017-06-09,4.2,255,1,Y,super_strict_30,Luxury villa with pool & gym access
1934,2252,2024-12-05,Nairobi,Nyali,Condo,Entire home/apt,12434,,9,2021-08-26,4.4,36,1,False,flexible,Spacious apartment with great view!!!
1935,1107,2019-08-27,Nakuru,Nyali,Loft,Private room,"KES 11,765",7,234,,4.49,141,0,True,super_strict_30,Spacious apartment with great view!!!
1936,1171,2022-05-06,Nakuru,Kilimani,Condo,Private room,17839,seven,264,2015-01-21,,146,0,Y,super_strict_30,
1937,2458,2016-02-10,Kisumu,Westlands,Loft,Shared room,2851,3,68,2022-05-28,,7,N,Y,Strict ,
1938,4549,2024-05-07,Nakuru,Westlands,Apartment,Entire home/apt,"KES 24,864",2,138,2015-07-24,4.85,250,True,N,super_strict_30,
1939,1101,2020-06-27,Kisumu,Milimani,Loft,Hotel room,8690,14,218,2018-12-05,,134,0,1,super_strict_30,
1940,3913,2021-11-26,Mombasa,Westlands,House,Private room,21711,30,195,2023-10-22,4.68,58,Y,False,Strict ,Luxury villa with pool & gym access
1941,3571,2019-07-30,Eldoret,Nyali,Loft,Shared room,"KES 20,530",7,73,2022-06-18,,122,No,1,Strict ,Modern loft -- newly renovated
1942,3322,2025-07-13,Mombasa,Langata,Villa,Entire home/apt,"KES 18,150",1,102,2021-04-15,4.67,262,N,Y,strict,"Quiet neighborhood, perfect for families"
1943,2636,2025-09-02,Kisumu,CBD,House,Entire home/apt,12385,3,224,,,119,N,Y,super_strict_30,Luxury villa with pool & gym access
1944,4115,2018-02-19,Kisumu,Kilimani,Apartment,Private room,8934,3,122,,4.8,258,0,0,moderate,Cozy place near city center
1945,3864,2015-05-15,Mombasa,Karen,House,Shared room,"KES 2,522",5,101,2023-03-22,,322,Yes,True,,Luxury villa with pool & gym access
1946,4004,2022-09-28,Nairobi,CBD,Villa,Hotel room,3537,,263,,,17,False,False,flexible,"Quiet neighborhood, perfect for families"
1947,2040,2019-02-26,Nairobi,Parklands,Apartment,Private room,"KES 10,256",14,160,2015-11-27,4.98,300,No,False,Flexible,"Quiet neighborhood, perfect for families"
1948,1329,2017-06-08,Nairobi,Parklands,Condo,Shared room,15058,7,232,2015-05-12,4.37,352,Y,No,flexible,Spacious apartment with great view!!!
1949,4640,2019-12-22,Kisumu,Langata,Villa,Entire home/apt,18943,1,274,2018-12-23,2.3,91,1,Y,Strict ,
1950,4894,2019-12-27,Nakuru,Karen,Apartment,Hotel room,2924$,14,257,2022-08-11,4.19,163,0,Y,Flexible,"Quiet neighborhood, perfect for families"
1951,2520,2025-08-29,Kisumu,CBD,Loft,Shared room,5623,seven,138,2019-09-27,4.68,143,0,N,Strict ,
1952,4886,2017-08-25,Nakuru,Westlands,House,Hotel room,18103,1,226,2025-02-20,2.1,334,N,False,,Cozy place near city center
1953,1011,2024-08-04,Mombasa,Nyali,Apartment,Shared room,1905,three,272,,3.59,314,No,False,,
1954,2341,2019-01-25,Eldoret,Langata,House,Shared room,11329$,three,85,2018-05-22,,237,Y,Yes,strict,Modern loft -- newly renovated
1955,4663,2016-02-11,Nakuru,Karen,Loft,Shared room,20202$,3,290,2016-12-10,3.6,173,Yes,0,super_strict_30,Affordable stay $$$
1956,1215,2022-09-09,Nairobi,Langata,Apartment,Shared room,11451,seven,216,2022-08-12,4.6,82,Yes,1,Strict ,Spacious apartment with great view!!!
1957,1338,2019-02-13,Kisumu,CBD,Condo,Hotel room,10483,three,65,2024-01-08,4.25,156,N,No,,Spacious apartment with great view!!!
1958,2799,2021-02-08,Mombasa,Nyali,Villa,Private room,22942,3,256,2022-08-30,3.1,108,True,True,Strict ,Luxury villa with pool & gym access
1959,3708,2025-02-10,Nairobi,Langata,Apartment,Hotel room,19193,,134,2017-10-21,3.66,177,Y,Yes,flexible,"Quiet neighborhood, perfect for families"
1960,4152,2022-03-26,Mombasa,Karen,Loft,Shared room,13525,7,54,,4.6,249,Y,True,super_strict_30,Luxury villa with pool & gym access
1961,2750,2019-01-09,Eldoret,Kilimani,Apartment,Hotel room,"KES 6,429",3,242,2018-05-18,3.98,252,No,No,strict,"Quiet neighborhood, perfect for families"
1962,2508,2015-09-06,Kisumu,CBD,House,Hotel room,11022,7,251,2018-05-02,3.9,54,No,N,,"Quiet neighborhood, perfect for families"
1963,3421,2019-06-19,Kisumu,Kilimani,Bungalow,Hotel room,14138,seven,20,2022-01-17,4.48,154,False,1,Strict ,Luxury villa with pool & gym access
1964,4023,2018-02-04,Eldoret,Westlands,Apartment,Shared room,"KES 10,202",5,162,2017-01-21,4.34,90,N,0,Strict ,Luxury villa with pool & gym access
1965,1709,2017-02-16,Kisumu,Kilimani,Condo,Hotel room,12264,14,263,2024-10-27,4.04,338,Y,True,Strict ,Cozy place near city center
1966,2223,2025-11-09,Nakuru,Kilimani,Apartment,Entire home/apt,"KES 13,621",3,67,2016-01-29,4.46,125,False,1,flexible,
1967,4608,2016-05-15,Mombasa,Milimani,Villa,Shared room,15719$,3,106,,,336,False,False,,Affordable stay $$$
1968,3513,2025-08-23,Nairobi,CBD,Apartment,Hotel room,3117,7,66,2018-07-07,3.91,168,Y,1,Strict ,Luxury villa with pool & gym access
1969,2112,2024-07-05,Eldoret,Westlands,Bungalow,Entire home/apt,11748,three,198,2022-09-07,4.69,138,True,True,Strict ,Luxury villa with pool & gym access
1970,2291,2024-03-29,Nakuru,Kilimani,House,Hotel room,"KES 19,404",three,191,2020-04-02,3.84,4,1,Yes,flexible,Spacious apartment with great view!!!
1971,4726,2020-02-06,Nairobi,Parklands,Apartment,Private room,3083,3,1,2020-03-25,3.74,65,N,0,Strict ,Modern loft -- newly renovated
1972,4642,2016-01-11,Nairobi,Nyali,Condo,Hotel room,"KES 8,204",three,256,2019-08-08,4.67,110,0,True,super_strict_30,Affordable stay $$$
1973,4993,2022-06-07,Eldoret,Karen,Loft,Hotel room,9488,three,0,2025-03-26,,183,0,False,super_strict_30,Luxury villa with pool & gym access
1974,1488,2017-05-18,Nakuru,Kilimani,Apartment,Private room,24467,3,114,2025-09-26,,267,0,1,flexible,Luxury villa with pool & gym access
1975,4948,2022-03-13,Nairobi,Westlands,Apartment,Shared room,19459,,87,2015-12-29,4.56,169,0,True,super_strict_30,Cozy place near city center
1976,2561,2022-03-04,Nairobi,Kilimani,Villa,Private room,24819,,196,2021-11-24,3.77,361,Y,N,Flexible,Spacious apartment with great view!!!
1977,1046,2021-09-11,Nakuru,Karen,Condo,Shared room,11453,2,91,2023-10-28,3.67,243,Y,N,Flexible,Affordable stay $$$
1978,4359,2025-11-21,Kisumu,Westlands,Bungalow,Private room,"KES 24,060",,273,2020-09-28,,330,1,Yes,Flexible,Affordable stay $$$
1979,1777,2015-03-29,Nairobi,CBD,Loft,Hotel room,4113,2,159,2021-12-18,4.76,137,Y,False,strict,Luxury villa with pool & gym access
1980,2039,2015-07-27,Mombasa,Westlands,House,Hotel room,"KES 5,392",seven,172,2021-05-05,4.3,27,0,Y,Strict ,
1981,1710,2023-10-28,Nakuru,CBD,Apartment,Shared room,13836,30,32,2015-08-08,3.0,6,Y,N,strict,
1982,1400,2018-09-28,Nairobi,Westlands,Bungalow,Shared room,8233,14,72,2019-05-28,4.49,332,0,True,super_strict_30,
1983,4990,2017-09-24,Eldoret,Parklands,Loft,Entire home/apt,5931,30,195,,,316,No,No,flexible,Spacious apartment with great view!!!
1984,2817,2016-05-30,Mombasa,Langata,House,Entire home/apt,"KES 19,265",three,283,2020-03-10,3.69,50,True,Yes,Flexible,
1985,4028,2023-10-29,Nairobi,Karen,Bungalow,Hotel room,5015,1,86,2024-10-23,,135,No,Yes,flexible,Affordable stay $$$
1986,4157,2021-05-01,Mombasa,Karen,Condo,Hotel room,5954$,three,223,2024-05-30,3.5,177,0,Y,strict,Luxury villa with pool & gym access
1987,1249,2017-04-20,Mombasa,Westlands,Condo,Entire home/apt,"KES 9,269",3,43,,3.53,128,False,True,super_strict_30,Modern loft -- newly renovated
1988,1390,2015-10-09,Kisumu,Langata,Loft,Entire home/apt,24373$,3,137,,4.09,196,0,No,,
1989,4853,2024-04-21,Mombasa,Kilimani,House,Shared room,9884$,14,269,2022-04-15,3.61,266,No,True,Strict ,
1990,1334,2023-08-01,Kisumu,Karen,Condo,Private room,15227,5,35,,3.4,106,False,True,,Affordable stay $$$
1991,1628,2021-03-20,Nakuru,Parklands,Loft,Shared room,5034,5,33,2024-03-20,4.13,47,No,Y,super_strict_30,Cozy place near city center
1992,4590,2017-04-28,Kisumu,CBD,Condo,Entire home/apt,2255,5,87,2020-05-26,4.17,137,Yes,Yes,Flexible,Luxury villa with pool & gym access
1993,1136,2021-07-29,Eldoret,CBD,Condo,Hotel room,20409,,145,2024-09-10,3.57,102,0,No,super_strict_30,Modern loft -- newly renovated
1994,3930,2017-06-03,Nairobi,Nyali,Bungalow,Entire home/apt,"KES 18,711",seven,15,,,46,Yes,True,flexible,Spacious apartment with great view!!!
1995,3735,2024-02-13,Nakuru,Milimani,Bungalow,Hotel room,22632,three,232,2022-07-25,4.04,152,Yes,0,moderate,Luxury villa with pool & gym access
1996,4911,2024-10-02,Nakuru,Langata,Condo,Hotel room,"KES 20,217",3,40,2023-01-15,4.63,5,0,0,Flexible,Affordable stay $$$
1997,2521,2017-08-12,Eldoret,Milimani,Villa,Hotel room,22830,1,254,,4.05,10,1,0,,"Quiet neighborhood, perfect for families"
1998,1826,2018-09-07,Kisumu,Milimani,Bungalow,Hotel room,9802$,1,280,2016-08-13,4.57,16,No,False,Strict ,Luxury villa with pool & gym access
1999,1726,2023-09-07,Nairobi,CBD,House,Private room,14407,1,125,2025-11-05,,142,1,True,Flexible,Cozy place near city center
2000,2500,2016-08-27,Kisumu,Parklands,Loft,Entire home/apt,"KES 10,484",5,7,2017-07-04,4.05,271,False,1,Flexible,Affordable stay $$$
2001,3641,2023-11-05,Mombasa,Parklands,Loft,Shared room,15885,14,175,2022-03-05,4.13,311,False,0,Strict ,Cozy place near city center
2002,4294,2025-02-05,Kisumu,Nyali,House,Hotel room,8681,5,227,2018-05-17,4.35,65,1,False,,Cozy place near city center
